nct_id,brief_title,official_title,overall_status,start_date,sponsor,condition,phase,intervention_name,intervention_type,primary_outcome,secondary_outcome,country,study_type,enrollment
NCT02649920,Comparing the Efficiency of Cervical Ripening BALLoon (Cook) to the DINOprostone (Propess) for the Cervical Maturation in Case of Unfavorable Cervix (Bishop <6) in the Population of Obese Pregnant Women (BMI >= 30 kg/m²),"Pilot, Comparative, Not Randomized, Two Centers Study Comparing the Efficiency of Cervical Ripening BALLoon (Cook) to the DINOprostone (Propess) for the Cervical Maturation in Case of Unfavorable Cervix (Bishop <6) in the Population of Obese Pregnant Women (BMI >= 30 kg/m²)",TERMINATED,2016-06,Centre Hospitalier Departemental Vendee,Delivery,NA,Cervical ripening balloon + Dinoprostone,DEVICE; DRUG,Bishop Score After 24 Hours of Maturation,,France,INTERVENTIONAL,2
NCT05657340,Video Head Impulse Test and Seasickness Susceptibility,Video Head Impulse Test and Seasickness Susceptibility,COMPLETED,2019-01-01,"Medical Corps, Israel Defense Force",Sea Sickness,NA,Video-head impulse testing,DIAGNOSTIC_TEST,vHIT gain | paired semi-circular canal asymmetry,anterior semicircular canal gain o ipsilateral horizontal canal gain,Israel,INTERVENTIONAL,86
NCT02198027,Peritubal Infiltration of Bupivacaine in PCNL,Role of Peritubal Infiltration of 0.25% Bupivacaine in Percutaneous Nephrolithotomy (PCNL) in Postoperative Pain Control,UNKNOWN,2014-07,Indus Hospital and Health Network,Pain,PHASE4,Bupivacaine + Normal saline infiltration,DRUG; OTHER,Mean time for first demand of rescue analgesic,,Pakistan,INTERVENTIONAL,68
NCT02807363,A Study of Pharmacokinetic/Pharmacodynamic Profile of Orally Administered Leuprolide in Healthy Female Volunteers,"A Randomized, Open-label, Parallel-group, Active-control PK/PD Study of Three Doses of Leuprolide Oral Tablets in Comparison to an IM Dose of Leuprolide in Healthy Female Volunteers",COMPLETED,2017-08-23,Enteris BioPharma Inc.,Endometriosis,PHASE2,Leuprolide Oral Tablet 4-mg QD + Leuprolide Oral Tablet 4-mg BID + Leuprolide Depot + Leuprolide Oral Tablet 10-mg BID,DRUG,"Number of Participants With Adequacy of Suppression of Estradiol (E2) as Assessed by Estradiol Level Below 40 pg/mL | Ovulation Rate - Measured by Number of Subjects With Progesterone Levels Not Less Than 3000 pg/mL | Number of Subjects Who Experienced Treatment Emergent Adverse Events (TEAE) Excluding Menstrual Disorders | Number of Subjects Who Experienced Treatment-Emergent Adverse Events (TEAEs), Excluding Menstrual Disorders | Steady State Concentration Level, (Css) of Leuprolide",,Canada,INTERVENTIONAL,35
NCT04463849,Effects of COVID-19 Infection on Beta-cell Function in Euglycemic Patients,Effects of SARS-CoV-2 Infection on Beta-cell Function in Euglycemic Patients,COMPLETED,2020-06-30,University of Milan,COVID19 | BETA-CELL FUNCTION,NA,Stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by COVID-19 infection,DIAGNOSTIC_TEST,Serum β - cellular function index insulin levels | Serum β - cellular function index C-peptide levels | Serum β - cellular function HOMA-β index | Serum β - cellular function pro-insulin/insulin ratio | Evaluation of the secretory response of insulin to the arginine stimulation test | Percentage of patients with preserved β cells function,Glucose values | Values of continuous glucose monitoring | Changes in the inflammatory marker interleukin 1-β | Changes in the inflammatory marker interleukin IL-2 | Changes in the inflammatory marker interleukin IL-6 | Changes in the inflammatory marker interleukin IL-7 | Changes in the inflammatory marker interleukin IL-10 | Changes in the inflammatory marker tumor necrosis factor-α | Changes in the inflammatory marker interferon gamma | Changes in the inflammatory marker macrophage inflammatory protein-1β | Changes in the inflammatory marker monocyte chemoattractant protein-1 | Changes in the inflammatory marker granulocyte-macrophage colony-stimulating factor | Changes in the inflammatory marker granulocyte colony-stimulating factor,Italy,INTERVENTIONAL,90
NCT03101852,Nutritional Rehabilitation in Senegalese HIV-infected Children and Adolescents,Effectiveness and Acceptability of Nutritional Rehabilitation Based on Ready-to-use Food in HIV-infected Children and Adolescents in Senegal: The Multicentre SNAC'S Study,COMPLETED,2015-04,Institut de Recherche pour le Developpement,Malnutrition | HIV/AIDS,NA,Plumpy Nut + Plumpy Sup,DIETARY_SUPPLEMENT,Successful nutritional rehabilitation,long-term effectiveness | long-term effectiveness,,INTERVENTIONAL,185
NCT06154278,Intrahepatic and Peripheral Responses to Imdusiran (AB-729) in Chronic Hepatitis B,"Pilot Study to Evaluate Intrahepatic and Peripheral Responses to Small Interfering RNA, Imdusiran (AB-729), Among People With Chronic Hepatitis B",RECRUITING,2024-07-25,"University of Maryland, Baltimore",Chronic Hepatitis B,PHASE2,Imdusiran (AB-729),DRUG,Intrahepatic concentration of Imdusiran (AB-729),Effect of Imdusiran (AB-729) on hepatitis B surface antigen production | Effect of Imdusiran (AB-729) on hepatitis B surface antibody levels | Effect of Imdusiran (AB-729) on hepatitis B virus RNA | Effect of Imdusiran (AB-729) on hepatitis B virus e antigen production | Effect of Imdusiran (AB-729) on hepatitis B surface antigen serostatus | Effect of Imdusiran (AB-729) on hepatitis B surface antibody serostatus | Effect of Imdusiran (AB-729) on hepatitis B e antigen serostatus | Effect of Imdusiran (AB-729) on hepatitis B e antibody serostatus,United States,INTERVENTIONAL,10
NCT03616821,Placebo-Controlled Study of Brazikumab in Participants With Moderately to Severely Active Ulcerative Colitis,"A 54-Week, Multicenter, Randomized, Double-blind, Placebo Controlled, Parallel-group Phase 2 Study to Assess the Efficacy and Safety of Brazikumab in Participants With Moderately to Severely Active Ulcerative Colitis (Expedition Lead-in)",TERMINATED,2018-08-07,AstraZeneca,Ulcerative Colitis | IBD,PHASE2,Brazikumab + Placebo,DRUG,Percentage of participants with clinical remission,Percentage of participants with sustained clinical remission | Percentage of participants with CS-free clinical remission | Percentage of participants with clinical response | Percentage of participants with endoscopic improvement | Serum concentration of brazikumab | For each dose level: LS mean of Mayo score and brazikumab pre-dose blood concentration | Incidence of anti-drug antibodies | Number and percentage of participants with adverse events | Percentage of participants with potentially clinically significant changes in laboratory values | Percentage of participants with potentially clinically significant changes in vital signs | Clinically relevant abnormal findings at physical exam | Percentage of participants with potentially clinically significant changes in ECGs,"Canada, Czechia, Germany, Hungary, India, Israel, Italy, Japan, Poland, Puerto Rico, Russia, Slovakia, South Africa, South Korea, Spain, Taiwan, Ukraine, United Kingdom, United States",INTERVENTIONAL,242
NCT02313792,Palifermin for Patients Receiving Hematopoietic Stem Cell Transplantation,"Efficacy, Safety and Quality of Life of Palifermin on Reducing Oral Mucositis in Patients With Hematopoietic Stem Cell Transplantation, Prospective Double-blind Randomized Phase III Trial",UNKNOWN,2015-01,The Catholic University of Korea,Mucositis,PHASE3,Palifermin,DRUG,Duration of severe oral mucositis after stem cell transplantation,Incidence of severe oral mucositis after stem cell transplantation | Average VAS score during severe oral mucositis | Requirement of opioid drugs during severe oral mucositis | Requirement of opioid drugs | Cost effectiveness of palifermin during stem cell transplantation | Quality of life during transplant period,,INTERVENTIONAL,88
NCT01246505,Peripheral Facilitated Antegrade Steering Technique in Chronic Total Occlusions,Peripheral Facilitated Antegrade Steering Technique in Chronic Total Occlusions,COMPLETED,2011-07,BridgePoint Medical,Chronic Total Occlusion,PHASE3,CTO Crossing and Percutaneous transluminal angioplasty,DEVICE,Incidence of Patients with a Major Adverse Events (MAE) | Incidence of Intraprocedural Technical Success,,United States,INTERVENTIONAL,105
NCT05027035,Diaphragm Paralysis: Surgery or Mechanical Ventialion,Diaphragm Paralysis: Surgery or Mechanical Ventialion,RECRUITING,2024-06-28,University Medical Center Groningen,Diaphragm Paralysis,NA,"surgical plication"" or ""nocturnal non-invasive ventilation",OTHER,Comparing surgical plication versus non-invasive ventilation . | Change in EuorQOL 5 Dimensions 5 Level (EQ-5D-5L questionnaire) range 1-1-1-1-1 (best score) to 5-5-5-5-5 (worst score),,Netherlands,INTERVENTIONAL,20
NCT00045110,Erlotinib in Treating Patients With Recurrent Malignant Glioma or Recurrent or Progressive Meningioma,A Phase I/II Trial of OSI-774 in Patients With Recurrent Malignant Gliomas and Malignant Gliomas Post Radiation Therapy,COMPLETED,2002-08,National Cancer Institute (NCI),Adult Anaplastic Astrocytoma | Adult Anaplastic Oligodendroglioma | Adult Giant Cell Glioblastoma | Adult Glioblastoma | Adult Gliosarcoma | Adult Grade I Meningioma | Adult Grade II Meningioma | Adult Grade III Meningioma | Recurrent Adult Brain Tumor,"PHASE1, PHASE2",erlotinib hydrochloride + laboratory biomarker analysis + pharmacological study,DRUG; OTHER,Number of Dose Limiting Toxicity (DLT) Each Dose Level Phase I | Define Maximum Tolerated Dose (MTD) of Erlotinib by Phase 1 Cohorts | 6 Months Progression-free Survival in Recurrent Malignant Gliomas (Phase II),Percent of Participants With a Grade 3 or 4 Adverse Events Phase 1 | 1 Year Survival - Phase II Newly Diagnosed GBM Post RT | Overall Survival Newly Diagnosed GBM Post RT | Response Rate (Complete or Partial Response) Graded Using Modified RECIST Criteria Phase II | Percent of Patients With One or More Grade 3-5 Toxicity Described Based on the CTC Severity Grading Phase II | Time of Peak Plasma Concentration Per Dose Level Phase I (on Anticonvulsants) - | Peak Plasma Concentration Per Dose Level Phase I (on Anticonvulsants) - | Estimation of the Area Under the Curve Per Dose Level Phase I (on Anticonvulsants) - | Trough Level Per Dose Level Phase I (on Anticonvulsants) - | Peak Plasma Concentration Level for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs - Phase 2 - Dose 150mg - | Time to Peak Plasma Concentration for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs - Phase 2 - Dose 150mg - | Estimation of Area Under the Curve for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs - Phase 2 - Dose 150mg- | Trough Level for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs - Phase 2 - Dose 150mg - | Pharmacokinetics (Plasma) Level for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs | Pharmacokinetics (Tissue) Level for Recurrent Patients Not on Enzyme-inducing Antiepileptic Drugs,United States,INTERVENTIONAL,136
NCT05877391,Intervention to Collect and Utilize Sexual Orientation and Gender Identity (SOGI) Information in Hospice,A Novel Intervention to Improve Care for Older Sexual and Gender Minority (SGM) Adults With Serious Illness and Especially Those With Alzheimer's Disease and Related Dementias (ADRD),RECRUITING,2023-03-13,"University of Colorado, Denver",Sexual and Gender Minorities | Hospice | Alzheimer's Disease and Related Dementias,NA,SGM Communication Intervention,BEHAVIORAL,Barriers and facilitators to communicating with SGM older adults and perceptions and preferences for asking/disclosing SOGI | Content of training | Delivery of content | Feasibility and assessment of training,Sources of bias and stigma | Ongoing engagement around SOGI-informed care | Accessibility,United States,INTERVENTIONAL,80
NCT06133985,Effects of Costovertebral Joint Mobilization on Respiratory Function in Asthmatic Patients,Effects of Costovertebral Joint Mobilization on Respiratory Function in Asthmatic Patients,COMPLETED,2023-10-01,Riphah International University,Asthmatic,NA,Costovertebral mobilizations + Conventional PT + Conventional treatment,OTHER,Assessment of respiratory function FEV1 using spirometer. | Assessment of respiratory function FVC using spirometer. | Tape for chest expansion | Dyspnea index,,Pakistan,INTERVENTIONAL,28
NCT05861635,The Study of Vidicizumab Combined With Tirelizumab in the Treatment of Breast Cancer With Low HER2 Expression,Union Hospital Affiliated to Huazhong University of Science and Technology,UNKNOWN,2023-02-01,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Breast Cancer | Neoadjuvant Therapy,PHASE4,Disitamab Vedotin combined with Tislelizumab,DRUG,Pathological complete remission (pCR) rate,,China,INTERVENTIONAL,42
NCT04311983,Interventions to Help More Low-income Smokers Quit,Expanding Population-level Interventions to Help More Low-income Smokers Quit,COMPLETED,2020-03-31,Washington University School of Medicine,Tobacco Use Cessation | Smoking Behaviors | Health Disparity,NA,Tobacco Quitline + Smoke Free Home,BEHAVIORAL,7day Point Prevalence for Smoking,Proportion of Participants Who Accept the Tobacco Quitline Program,United States,INTERVENTIONAL,1973
NCT04879589,Phase 1 Study of ATRS-2002 in Healthy Male Adults,"Phase 1, Open-Label, Single-Ascending Dose, Parallel Group Study to Determine the Pharmacokinetics, Safety, and Tolerability of ATRS-2002 Administered Subcutaneously in Healthy Adult Males",WITHDRAWN,2022-09-01,Syneos Health,Metastatic Castration-resistant Prostate Cancer,PHASE1,Abiraterone Acetate,DRUG,Pharmacokinetic assessment | Pharmacodynamic assessment,Safety assessment | Safety assessment | Safety assessment | Safety assessment | Safety assessment | Safety assessment | Safety assessment | Safety assessment | Local tolerability | Local tolerability,,INTERVENTIONAL,0
NCT00968240,Super-Selective Intraarterial Intracranial Infusion of Avastin (Bevacizumab),Phase I Trial of Super-Selective Intraarterial Intracranial Infusion of Avastin (Bevacizumab) For Treatment of Relapsed/Refractory Glioblastoma Multiforme and Anaplastic Astrocytoma,COMPLETED,2009-07,Northwell Health,Glioblastoma Multiforme | Anaplastic Astrocytoma,PHASE1,Super-Selective Intraarterial Intracranial Infusion of BEVACIZUMAB,DRUG,To determine the safety of superselective intracranial intraarterial infusion of Avastin up to a dose of 10mg/kg IA.,"Composite overall response rate: The composite overall response rate (CORR) will be examined. The overall response proportion along with a 95% confidence interval will be estimated via binomial proportions. | Six-month progression-free survival (PFS) and overall survival (OS) will be assessed by Kaplan-Meier survival analysis, assuming adequate follow-up time.",United States,INTERVENTIONAL,30
NCT01375946,Pharmacokinetic Study Of AGILE AG200-15 After Weekly Application Under Various Conditions in Healthy Female Volunteers,A Pharmacokinetic And Wearability Study of the Agile TCDS AG200-15 Following Weekly Application Under Various External Conditions in Healthy Female Volunteers,COMPLETED,2011-05,Agile Therapeutics,Healthy,PHASE1,AG200-15,DRUG,Area Under the Concentration Versus Time Curve (AUC) (0-168) Profile of Levonorgestrel (LNG) | AUC(0-168) Profile of Ethinyl Estradiol (EE) | Steady-state Concentration (Css) (48-168) Profile of LNG | Css (48-168) Profile of EE,Patch Adhesion,United States,INTERVENTIONAL,24
NCT00197106,Treatment Of Symptomatic Asthma In Children,"A Multicentre, Randomised, Double-blind, Parallel Group Study to Compare the Efficacy and Safety of Salmeterol/Fluticasone Propionate Combination Product (Seretide®) 50/100 mcg With Fluticasone Propionate (Flixotide® ) 200 mcg, Both Delivered Twice Daily Via the DISKUS Inhaler, in the Treatment of Children Aged 6-12 Years With Symptomatic Asthma",COMPLETED,2005-06,GlaxoSmithKline,Asthma,PHASE4,Salmeterol/ fluticasone propionate Diskus® inhaler 50/100 mcg + fluticasone propionate 2 x 100 mcg,DRUG,Percentage of Symptom-free Days During the Last 10 Weeks of the Treatment Period,"Percentage of Symptom-free Days During the Entire Treatment Period | Mean Change From Baseline in Percentage Predicted Forced Expiratory Volume in One Second (FEV1) at Week 26 | Mean Change From Baseline in Forced Vital Capacity (FVC) at Week 26 | Mean Change From Baseline in Midexpiratory Flow (MEF 50) at Week 26 | Geometric Means of Nitric Oxide (NO) at Week 26 | Percent Change From Baseline in RINT Measurements at Week 26 | Number of Asthma Exacerbations Per Treatment Group at Week 26 | Mean Change From Baseline in Provocation Dose (PD20) Causing a 20% Fall in FEV1 at Week 26 | Bronchial Hyperresponsiveness With PD20 AMP in Selected Centres | Daily FEV1 and PEF Via the Electronic Peak Flow/FEV1 Meter (PIKO-1) | Frequency of Asthma Exacerbations (Discriminated on Severity) | Cumulative Number of Symptom-free Weeks Until the End of Treatment | Weekly Percentage of Participants With 'Good Controlled Weeks' and 'Maximal Controlled Weeks' | Time to Asthma Control, Defined as the Time to First 'Good Controlled Week' or 'Maximum Controlled Week'",Netherlands,INTERVENTIONAL,176
NCT05422521,Radiomics and Metabolomics in the Follow-up of CAR T-cells for Refractory or Relapsed Non-Hodgkin's Lymphoma,Radiomics and Metabolomics in the Follow-up of CAR T-cells for Refractory or Relapsed Non-Hodgkin's Lymphoma: Pilot Study,UNKNOWN,2022-08-29,Centre Hospitalier Universitaire de Nice,Refractory or Relapsed Non-Hodgkin's Lymphoma,NA,blood samples and 18FDG PET-CT exams,OTHER,Progression-free survival (PFS) compared and correlated with signatures of the radiomics and serum metabolomics index,Occurrence of severe side effects compared and correlated with the signatures of the radiomics and serum metabolomics indexes.,France,INTERVENTIONAL,20
NCT01451814,Development of Positive Psychotherapy for Smoking Cessation,Development of Positive Psychotherapy for Smoking Cessation,COMPLETED,2011-10,Brown University,Smoking,PHASE2,Positive Psychotherapy for smoking cessation + Nicotine polacrilex + Relaxation training + Behavioral smoking cessation treatment,BEHAVIORAL; DRUG,7-day Point Prevalence Smoking Abstinence at 8 Weeks | 7-day Point Prevalence Smoking Abstinence at 16 Weeks | 7-day Point Prevalence Smoking Abstinence at 26 Weeks,,United States,INTERVENTIONAL,66
NCT06930196,"By Potentially Adding a Century Old Therapeutic Measure to Pain Treatment Regimens Called Osteopathic Manipulative Treatment, Can Help Decrease Muscle and Bone Pain and the Usage of Opioid Pain Medication.",Pain: A Century's Old Approach to Treatment With Objective Documentation,COMPLETED,2011-06-01,Skagit Regional Health,Osteopathic Manipulative Treatment,NA,Counterstrain + Muscle Energy + High Velocity Low Amplitude + The Ultralign SA201 used for measuring tissue texture changes + IsoTouch,DEVICE; OTHER,Can tissue texture changes be objectively documented post OMT,How much pressure is actually used during diagnosis and treatment,United States,INTERVENTIONAL,213
NCT04585399,Increasing MAT Engagement With Financial Incentives,Increasing MAT Engagement With Contingency Management Among Individuals With Opioid Use Disorder in an ED Bridge Program,COMPLETED,2020-01-27,Rowan University,Opioid-use Disorder,NA,Contingency management,BEHAVIORAL,Attendance at first scheduled clinic appointment | Percentage of sessions where buprenorphine positive urine results was recorded | Percentage of sessions where opioid free urine results were recorded | Treatment acceptability,Delay discounting as a correlate of opioid-free urine test results and buprenorphine-positive results | Opioid demand as a correlate of opioid-free urine test results and buprenorphine-positive results | Substance-free activities as a correlate of opioid-free urine test results and buprenorphine-positive results | Neurological Soft Signs correlate with treatment success,United States,INTERVENTIONAL,92
NCT02955212,A Study With Upadacitinib (ABT-494) in Subjects From China and Selected Countries With Moderately to Severely Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs (csDMARDs),"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study With Upadacitinib (ABT-494) in Subjects From China and Selected Countries With Moderately to Severely Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs (csDMARDs)",COMPLETED,2018-01-03,AbbVie,Rheumatoid Arthritis (RA),PHASE3,Upadacitinib + Placebo,DRUG,Percentage of Participants With an American College of Rheumatology 20% (ACR20) Response at Week 12,Change From Baseline in Disease Activity Score Based on CRP (DAS28 [CRP]) at Week 12 | Change From Baseline in Health Assessment Questionnaire Disability Index (HAQ-DI) at Week 12 | Change From Baseline in Short-Form 36 (SF-36) Physical Component Score (PCS) at Week 12 | Percentage of Participants Achieving Low Disease Activity (LDA) Based on DAS28 (CRP) at Week 12 | Percentage of Participants Achieving Clinical Remission Based on DAS28 (CRP) at Week 12 | Percentage of Participants Achieving Low Disease Activity Based on Clinical Disease Activity Index (CDAI) at Week 12 | Percentage of Participants With an American College of Rheumatology 50% (ACR50) Response at Week 12 | Percentage of Participants With an American College of Rheumatology 70% (ACR70) Response at Week 12 | Percentage of Participants With an American College of Rheumatology 20% (ACR20) Response at Week 1,"Brazil, China, South Korea",INTERVENTIONAL,338
NCT03747549,Acupuncture for Insertional Achilles Tendinopathy Effectiveness,Acupuncture for Insertional Achilles Tendinopathy in the Primary Care Setting: a Randomized Comparative Effectiveness Trial,COMPLETED,2018-12-12,Mike O'Callaghan Military Hospital,Insertional Achilles Tendinopathy,NA,Acupuncture and Home Exercise + Home Exercise Alone,OTHER,Change in pain over time as measured by the Victorian Institute of Sports Assessment - Achilles Questionnaire (VISA-A),,United States,INTERVENTIONAL,38
NCT04296552,Brain-Gut-Microbiota Interaction in IBS,Study Protocol of the Bergen Brain-gut-microbiota-axis Study: a Prospective Case-report Characterization and Dietary Intervention Study to Evaluate the Effects of Microbiota Alterations on Cognition and Anatomical and Functional Brain Connectivity in Patients With Irritable Bowel Syndrome,UNKNOWN,2019-05-20,Haukeland University Hospital,Irritable Bowel Syndrome | Functional Gastrointestinal Disorders,NA,Dietary lowFODMAP intervention,OTHER,Short-term dietary lowFODMAP responder will be measured using IBS-symptom severity score | Long-term dietary lowFODMAP responder will be measured using the IBS-symptom severity score,,Norway,INTERVENTIONAL,200
NCT00497107,Uracil and Tegafur/Leucovorin (UFT/LV) Versus UFT/LV+ Polysaccharide-K (PSK) for Stage IIIa/IIIb Colorectal Cancer,Phase III Randomized Controlled Clinical Study of UFT/LV Therapy Versus UFT/LV + PSK Therapy as Postoperative Adjuvant Therapy for Histological Stage IIIa and IIIb Colorectal Cancer,UNKNOWN,2007-07,Iwate Medical University,Colorectal Cancer,PHASE3,"UFT, Calcium Folinate, PSK + UFT, Calcium Folinate",DRUG,Disease-free survival,"Overall survival, compliance, adverse events, QOL, tumor markers",Japan,INTERVENTIONAL,300
NCT03945214,The Impact of 8 Weeks of Digital Meditation Application and Healthy Eating Program on Work Stress and Health Outcomes,Program on Work Stress and Health Outcomes in a Heterogeneous University Employee Cohort,COMPLETED,2019-02-14,"University of California, San Francisco","Stress | Psychological | Behavioral Symptoms | Sleep | Health Behavior | Weight, Body",NA,Meditation + Healthy Eating + Meditation + healthy eating,BEHAVIORAL,"Change in Perceived Stress Score, as Determined by the Total Score on the Perceived Stress Scale | Change in Food Action and Acceptance and Action Questionnaire (FAAQ), as Determined by the Summary Score on the FAAQ","Change in Work Overcommitment, as Determined by Siegrist Job Strain Scale (Effort-Reward Imbalance Scale) | Change in Subjective Mindfulness, as Determined by Total Score on the Mindful Attention Awareness Scale | Change in the Intentional Use of Palatable Food to Cope With Negative Feelings, as Determined by Total Score on the Palatable Eating Motives, Coping Subscale (PEMS) | Change in Food Cravings, as Determined by Total Score on the Trait Food Craving Questionnaire, Reduced (FCQ-T-r)",United States,INTERVENTIONAL,163
NCT07176481,Diné Parents Taking Action Trial,Parents Taking Action to Improve Autism Services Access for Navajo Families in Northern Arizona: Intervention Adaptation and Pilot Trial,ACTIVE_NOT_RECRUITING,2024-08-01,Northern Arizona University,Autism Spectrum Disorder (ASD) | Developmental Disability,NA,Diné Parents Taking Action Program,BEHAVIORAL,Parent Knowledge of Evidence-Based Strategies | Child Social Communication | Frequency Using Intervention Strategies | Family Outcomes,Child problem behavior | Service Use | Autism Parenting Stress | Parent Health Literacy | Parent Depression,United States,INTERVENTIONAL,29
NCT02912455,CARAT: Canagliflozin vs. Placebo for Post Bariatric Patients With Persistent Type 2 Diabetes,Canagliflozin vs. Placebo for Post Bariatric Patients With Persistent Type 2 Diabetes,TERMINATED,2017-01-05,The Cleveland Clinic,"Diabetes Mellitus, Type 2 | Obesity",PHASE4,canagliflozin + Placebo (for canagliflozin),DRUG,Change at Six Months Versus Baseline in Hemoglobin A1c Value (%),Change in Fasting Glucose From Randomization | Change in Body Weight at Six Months Compared to Baseline | Change in Total Cholesterol | Change in Diastolic Blood Pressure at Six Months Compared to Baseline | Change in Adiponectin Levels at 6 Months Compared to Randomization | Change in Leptin Levels at 6 Months Compared to Baseline | Change in CRP Levels at 6 Months Compared to Baseline | Number of Participants Who Reported Hypoglycemia From Each Group (at a Frequency of 1 Episode) | Change in Percent Body Fat as Measured by DEXA Scan at 6 Months Compared to Randomization | Change in Systolic Blood Pressure at 6 Months Compared to Baseline | Change in Percentage of Lean Mass | Change in Percentage of Truncal Fat | Change in Percentage of Android Fat | Change in Percentage of Gynoid Fat | Change in Spine Bone Mineral Density | Change in Leg Bone Mineral Density,United States,INTERVENTIONAL,16
NCT02184234,Tolerability of Antistax® in Patients Suffering From Chronic Venous Insufficiency (CVI),"A 6-week, Open, Multicentre Safety Trial to Evaluate the Tolerability Profile of Antistax® Film Coated Tablets (Extr. Vitis Viniferae Siccum), 360 mg/Day Per os, in Male and Female Patients Suffering From Chronic Venous Insufficiency",COMPLETED,2001-06,Boehringer Ingelheim,Venous Insufficiency,PHASE4,Antistax film coated tablets,DRUG,Number and intensity of serious and non-serious Adverse Events,Global tolerability assessment by the patient and investigator | Vital sign parameters (blood pressure and pulse rate) | Subjective symptoms rated on a 10-cm Visual Analog Scale (VAS) | Global assessment of efficacy by the patient and investigator,,INTERVENTIONAL,65
NCT03624049,The Impact of Community Exercise on Social Connectedness and Falls in Older Adults: Leveraging Exercise to Age in Place,The Impact of Expanding a Community-Based Exercise Program on Social Connectedness and Falls Prevention in Older Adults: Leveraging Exercise to Age in Place (LEAP),COMPLETED,2018-06-01,Cedars-Sinai Medical Center,Social Isolation | Fall,NA,Exercise + Health Class,OTHER,Change in Social Isolation,Number of falls in the past 3 months - Reduce Falls | Number of falls with injury in the past 3 months - Reduce Falls | Change in Loneliness,United States,INTERVENTIONAL,671
NCT03986099,Community Based Antiretroviral Therapy (CBART) Among Children on Chronic ART,Community Based Virus Load Differentiated Care in Rural Africa,COMPLETED,2018-02-01,"Biomedical Research and Training Institute, Zimbabwe",ART | HIV I Infection,NA,Monitoring virus load,DIAGNOSTIC_TEST,Viral load suppression,Number of participants with confirmed virology failure who switched regimens | Drug resistance mutations,Zimbabwe,INTERVENTIONAL,451
NCT04614584,Mirtazapine and Methamphetamine Drug-drug Interaction Study,Phase 1 Safety-interaction Study of Mirtazapine for the Treatment of Methamphetamine Use Disorder,COMPLETED,2021-05-03,San Francisco Department of Public Health,Methamphetamine Use Disorder | Drug Interaction | Cardiovascular Abnormalities,PHASE1,Mirtazapine + Methamphetamine,DRUG,Safety Measures | Metabolism of methamphetamine in presence of steady state mirtazapine,Impact of mirtazapine on subjective effects of methamphetamine reinforcement | Impact of mirtazapine on mood produced by methamphetamine use | Urge for stimulant use in the presence of mirtazapine | Preference for methamphetamine in the presence of mirtazapine | Impact of mirtazapine on discounting in the presence of methamphetamine,United States,INTERVENTIONAL,15
NCT04037709,Photodynamic Therapy in Patients With Gingivitis,"Efficacy of Photodynamic Therapy and Scraping in Patients With Gingivitis Predisposed by Fixed Orthodontic Appliances: Randomized, Controlled, Double-blind, Split-mouth Study",COMPLETED,2020-11-09,University of Nove de Julho,Gingivitis | Orthodontic Appliance Complication | Photodynamic Therapy,NA,scaling and root planing (SRP) + PDT placebo + scaling and root planing (SRP) + PDT,PROCEDURE,Gingival bleeding index,"Clinical probing depth (PD) | Evaluation of crevicular fluid cytokines IL-6, IL-1β, and IL-10,",Brazil,INTERVENTIONAL,20
NCT04971148,Correlation of Peak Tidal Inspiratory Flow Measured Before and After Extubation in Adult Patients With Hypoxemia,"Correlation of Peak Tidal Inspiratory Flow Measured Before and After Extubation in Adult Patients With Hypoxemia, and Patients' Responses to Different Flows Above Their Peak Tidal Inspiratory Flow During High Flow Nasal Cannula Therapy",TERMINATED,2022-04-07,Rush University Medical Center,Hypoxemic Respiratory Failure,NA,HFNC flow set at patient peak tidal inspiratory flow + HFNC flow set at 1.33 times of patient peak tidal inspiratory flow + HFNC flow set at 1.67 times of patient peak tidal inspiratory flow + HFNC flow set at 2 times of patient peak tidal inspiratory flow,OTHER,SpO2/FIO2,End-expiratory lung volume assessed by EIT | self-evaluated comfort,"Spain, United States",INTERVENTIONAL,5
NCT01211561,Colon Cancer Prevention Using Selenium,,UNKNOWN,2010-12,University of Illinois at Chicago,Prevention of Colorectal Cancer,EARLY_PHASE1,"Selenium, selenomethionine + placebo",DRUG,Reduction in ACF biomarkers,,United States,INTERVENTIONAL,50
NCT01177644,Safety and Preliminary Efficacy Study of PDS-1.0 in Patients With Neovascular AMD,,WITHDRAWN,2011-01,Forsight Vision4,Age-Related Macular Degeneration,PHASE1,PDS 1.0,DRUG,Change in retinal thickness measured by Optical Coherence Tomography,Change in Best Corrected Visual Acuity,Israel,INTERVENTIONAL,0
